customer_tweet_id,customer_text,brand_tweet_id,brand_text,customer_created_at,brand_created_at,raw_customer_text,raw_brand_text,manually_corrected_intent,manually_corrected_escalation,gold_intent,gold_escalation,gold_secondary_intent,secondary_intent,intent,gold_escalation_reason,pred_intent,pred_escalation,canned_reply,retrieval_reply,agent_reply
120164,AMZL US? And says it was out for delivery but status says it's lost.,120165,Oh my! We don't have access to your account via Twitter. Please reach out to us here so we can look into this together: https://t.co/hApLpMlfHN ^MO,Thu Nov 23 23:27:35 +0000 2017,Thu Nov 23 23:32:00 +0000 2017,"@AmazonHelp AMZL US?

And says it was out for delivery but status says it's lost.",@142677 Oh my! We don't have access to your account via Twitter. Please reach out to us here so we can look into this together: https://t.co/hApLpMlfHN ^MO,genral_enquiry,AUTO_HANDLE,genral_enquiry,AUTO_HANDLE,order_delayed,order_delayed,genral_enquiry,Standard inquiry addressed via self-service tracking and Amazon help documentation.,genral_enquiry,AUTO_HANDLE,"Thank you for reaching out! You can track your orders, manage account settings, and find answers at amazon.com/help. ^Amazon",Oh my! We don't have access to your account via Twitter. Please reach out to us here so we can look into this together: https://t.co/hApLpMlfHN ^MO,I'd be glad to help check on your order and inquiry! What does the estimated delivery date or tracking status say in 'Your Orders'? You can track your shipment details and account settings here: https://amazon.com/your-orders. ^AI
287870,So @user sends me a email @ 8pm saying package out for delivery and will be delivered by end of day. I wonder what time zone is this ?,287868,"Apologies for the trouble with the delivery. We'd like to help, kindly connect with us here: https://t.co/vlvfJr4nN9 ^MA",Fri Oct 06 15:05:35 +0000 2017,Fri Oct 06 15:27:32 +0000 2017,So @115850 sends me a email @ 8pm saying package out for delivery and will be delivered by end of day. I wonder what time zone is this ?,"@184608 Apologies for the trouble with the delivery. We'd like to help, kindly connect with us here: https://t.co/vlvfJr4nN9 ^MA",genral_enquiry,AUTO_HANDLE,genral_enquiry,AUTO_HANDLE,order_delayed,order_delayed,genral_enquiry,Standard inquiry addressed via self-service tracking and Amazon help documentation.,genral_enquiry,AUTO_HANDLE,"Thank you for reaching out! You can track your orders, manage account settings, and find answers at amazon.com/help. ^Amazon","Apologies for the trouble with the delivery. We'd like to help, kindly connect with us here: https://t.co/vlvfJr4nN9 ^MA",I'd be glad to help check on your order and inquiry! What does the estimated delivery date or tracking status say in 'Your Orders'? You can track your shipment details and account settings here: https://amazon.com/your-orders. ^AI
126340,I hope you guys keep track of this as well.,126341,"I understand your concern regarding the order. However, we wouldn't be able to access your account on Twitter. Hence, I kindly request you to reply to the correspondence you received from us for assistance. Appreciate your understanding. ^BV",Sat Nov 25 15:01:47 +0000 2017,Sat Nov 25 15:17:25 +0000 2017,@AmazonHelp @115821 @115850 @4301 @122869 @132995 I hope you guys keep track of this as well.,"@144362 I understand your concern regarding the order. However, we wouldn't be able to access your account on Twitter. Hence, I kindly request you to reply to the correspondence you received from us for assistance. Appreciate your understanding. ^BV",genral_enquiry,AUTO_HANDLE,genral_enquiry,AUTO_HANDLE,order_delayed,order_delayed,genral_enquiry,Standard inquiry addressed via self-service tracking and Amazon help documentation.,genral_enquiry,AUTO_HANDLE,"Thank you for reaching out! You can track your orders, manage account settings, and find answers at amazon.com/help. ^Amazon","I understand your concern regarding the order. However, we wouldn't be able to access your account on Twitter. Hence, I kindly request you to reply to the correspondence you received from us for assistance. Appreciate your understanding. ^BV",I'd be glad to help check on your order and inquiry! What does the estimated delivery date or tracking status say in 'Your Orders'? You can track your shipment details and account settings here: https://amazon.com/your-orders. ^AI
227913,I ordered a package to arrive on the 29/09 and it's still out for delivery. This is shocking.,227912,Sorry to hear this. Please contact us directly here: https://t.co/JzP7hlA23B and we can look into this further. ^PK,Thu Oct 05 08:10:02 +0000 2017,Thu Oct 05 08:23:00 +0000 2017,@AmazonHelp I ordered a package to arrive on the 29/09 and it's still out for delivery. This is shocking.,@170340 Sorry to hear this. Please contact us directly here: https://t.co/JzP7hlA23B and we can look into this further. ^PK,genral_enquiry,AUTO_HANDLE,genral_enquiry,AUTO_HANDLE,order_delayed,order_delayed,genral_enquiry,Standard inquiry addressed via self-service tracking and Amazon help documentation.,genral_enquiry,AUTO_HANDLE,"Thank you for reaching out! You can track your orders, manage account settings, and find answers at amazon.com/help. ^Amazon",Sorry to hear this. Please contact us directly here: https://t.co/JzP7hlA23B and we can look into this further. ^PK,I'd be glad to help check on your order and inquiry! What does the estimated delivery date or tracking status say in 'Your Orders'? You can track your shipment details and account settings here: https://amazon.com/your-orders. ^AI
230111,"how come I can't get my SNES that I pre-ordered on 8/22, but you sold it on a treasure truck instead...smh #LetDown",230108,What estimated delivery date were you given? What's the latest info here: https://t.co/Y5jpI9gRhE ^RS,Thu Oct 05 09:27:55 +0000 2017,Thu Oct 05 09:32:25 +0000 2017,"@115821 @AmazonHelp how come I can't get my SNES that I pre-ordered on 8/22, but you sold it on a treasure truck instead...smh #LetDown",@170828 What estimated delivery date were you given? What's the latest info here: https://t.co/Y5jpI9gRhE ^RS,genral_enquiry,AUTO_HANDLE,genral_enquiry,AUTO_HANDLE,order_delayed,order_delayed,genral_enquiry,Standard inquiry addressed via self-service tracking and Amazon help documentation.,genral_enquiry,AUTO_HANDLE,"Thank you for reaching out! You can track your orders, manage account settings, and find answers at amazon.com/help. ^Amazon",What estimated delivery date were you given? What's the latest info here: https://t.co/Y5jpI9gRhE ^RS,I'd be glad to help check on your order and inquiry! What does the estimated delivery date or tracking status say in 'Your Orders'? You can track your shipment details and account settings here: https://amazon.com/your-orders. ^AI
182987,Already following up. Agent says 4-5 days. How can it will take 4-5 days to track a wrong delivered package. This is absurd.,182986,"That is unusual, Sukant. Kindly fill in your details here: https://t.co/SafAiK5Fta and we will get back to you soon. ^KS",Mon Sep 25 19:03:37 +0000 2017,Mon Sep 25 20:54:00 +0000 2017,@AmazonHelp Already following up. Agent says 4-5 days. How can it will take 4-5 days to track a wrong delivered package. This is absurd.,"@159037 That is unusual, Sukant. Kindly fill in your details here: https://t.co/SafAiK5Fta and we will get back to you soon. ^KS",genral_enquiry,AUTO_HANDLE,genral_enquiry,AUTO_HANDLE,order_delayed,order_delayed,genral_enquiry,Standard inquiry addressed via self-service tracking and Amazon help documentation.,genral_enquiry,AUTO_HANDLE,"Thank you for reaching out! You can track your orders, manage account settings, and find answers at amazon.com/help. ^Amazon","That is unusual, Sukant. Kindly fill in your details here: https://t.co/SafAiK5Fta and we will get back to you soon. ^KS",I'd be glad to help check on your order and inquiry! What does the estimated delivery date or tracking status say in 'Your Orders'? You can track your shipment details and account settings here: https://amazon.com/your-orders. ^AI
320824,Amazon: Your custom craft hand fan is out for delivery and will be with you today! Me: Yasss *literally 8 hours later* Me: W H E R E,320822,"Hi, sorry to hear that you haven't received your item yet. What's the current status of tracking: https://t.co/aaDyEz1VgE? ^JJ",Sat Oct 07 12:34:53 +0000 2017,Sat Oct 07 12:42:00 +0000 2017,"Amazon: Your custom craft hand fan is out for delivery and will be with you today! 
Me: Yasss
*literally 8 hours later*
Me: W H E R E","@131715 Hi, sorry to hear that you haven't received your item yet. What's the current status of tracking: https://t.co/aaDyEz1VgE? ^JJ",genral_enquiry,AUTO_HANDLE,genral_enquiry,AUTO_HANDLE,order_delayed,order_delayed,genral_enquiry,Standard inquiry addressed via self-service tracking and Amazon help documentation.,genral_enquiry,AUTO_HANDLE,"Thank you for reaching out! You can track your orders, manage account settings, and find answers at amazon.com/help. ^Amazon","Hi, sorry to hear that you haven't received your item yet. What's the current status of tracking: https://t.co/aaDyEz1VgE? ^JJ",I'd be glad to help check on your order and inquiry! I understand this is urgent. What does the estimated delivery date or tracking status say in 'Your Orders'? You can track your shipment details and account settings here: https://amazon.com/your-orders. ^AI
243181,Hey @Amazon .... What happened to the shipping calculator on the cart page??,243180,"Which website are you ordering from? .com, .co.uk, .in? -Robert T",Thu Oct 05 14:19:24 +0000 2017,Thu Oct 05 14:28:30 +0000 2017,Hey @115821 .... What happened to the shipping calculator on the cart page??,"@173746 Which website are you ordering from? .com, .co.uk, .in?

-Robert T",genral_enquiry,AUTO_HANDLE,genral_enquiry,AUTO_HANDLE,order_delayed,order_delayed,genral_enquiry,Standard inquiry addressed via self-service tracking and Amazon help documentation.,genral_enquiry,AUTO_HANDLE,"Thank you for reaching out! You can track your orders, manage account settings, and find answers at amazon.com/help. ^Amazon","Which website are you ordering from? .com, .co.uk, .in? -Robert T",I'd be glad to help check on your order and inquiry! What does the estimated delivery date or tracking status say in 'Your Orders'? You can track your shipment details and account settings here: https://amazon.com/your-orders. ^AI
281390,"ok, I need to change the shipping address on some shipments, I just realized they're going to the wrong place.",281388,If the order hasn't entered the shipping process then you can edit the address https://t.co/cQ5AQodpK3 ^KM,Fri Oct 06 11:11:16 +0000 2017,Fri Oct 06 11:22:26 +0000 2017,"@AmazonHelp ok, I need to change the shipping address on some shipments, I just realized they're going to the wrong place.","@183043 If the order hasn't entered the shipping process then you can edit the address
https://t.co/cQ5AQodpK3 ^KM",genral_enquiry,AUTO_HANDLE,genral_enquiry,AUTO_HANDLE,order_delayed,order_delayed,genral_enquiry,Standard inquiry addressed via self-service tracking and Amazon help documentation.,genral_enquiry,AUTO_HANDLE,"Thank you for reaching out! You can track your orders, manage account settings, and find answers at amazon.com/help. ^Amazon",If the order hasn't entered the shipping process then you can edit the address https://t.co/cQ5AQodpK3 ^KM,I'd be glad to help check on your order and inquiry! What does the estimated delivery date or tracking status say in 'Your Orders'? You can track your shipment details and account settings here: https://amazon.com/your-orders. ^AI
205110,"It just says 'shipped, expected by October 3rd'",205109,Thanks for the info! Who's the carrier set to deliver it? ^GG,Wed Oct 04 23:40:06 +0000 2017,Wed Oct 04 23:44:37 +0000 2017,"@AmazonHelp It just says 'shipped, expected by October 3rd'",@164581 Thanks for the info! Who's the carrier set to deliver it? ^GG,genral_enquiry,AUTO_HANDLE,genral_enquiry,AUTO_HANDLE,order_delayed,order_delayed,genral_enquiry,Standard inquiry addressed via self-service tracking and Amazon help documentation.,genral_enquiry,AUTO_HANDLE,"Thank you for reaching out! You can track your orders, manage account settings, and find answers at amazon.com/help. ^Amazon",Thanks for the info! Who's the carrier set to deliver it? ^GG,I'd be glad to help check on your order and inquiry! What does the estimated delivery date or tracking status say in 'Your Orders'? You can track your shipment details and account settings here: https://amazon.com/your-orders. ^AI
225015,status : Preparing for Dispatch Order# [ORDER_ID] ... #Patheticamazon,225013,"Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ (2/2) ^KN",Thu Oct 05 05:49:47 +0000 2017,Thu Oct 05 06:02:00 +0000 2017,@AmazonHelp @115850 status :  Preparing for Dispatch  Order# 171-0833948-8110754 ... #Patheticamazon,"@169757 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ (2/2) ^KN",genral_enquiry,AUTO_HANDLE,genral_enquiry,AUTO_HANDLE,order_delayed,order_delayed,genral_enquiry,Standard inquiry addressed via self-service tracking and Amazon help documentation.,genral_enquiry,AUTO_HANDLE,"Thank you for reaching out! You can track your orders, manage account settings, and find answers at amazon.com/help. ^Amazon","Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ (2/2) ^KN",I'm so sorry for the frustration this has caused you! What does the estimated delivery date or tracking status say in 'Your Orders'? You can track your shipment details and account settings here: https://amazon.com/your-orders. ^AI
245883,"Check the mail , Amazon is trying to defame me by false allegations , I shall definately prove it and expose Amazon https://t.co/vyCx4FTGfB",245884,"Aloke, as mentioned in the email, please email us the courier's shipping charges receipt and our team will refund it. ^MS",Thu Oct 05 16:34:18 +0000 2017,Thu Oct 05 16:58:06 +0000 2017,"@AmazonHelp Check the mail , Amazon is trying to defame me by false allegations , I shall definately prove it and expose Amazon https://t.co/vyCx4FTGfB","@171909 Aloke, as mentioned in the email, please email us the courier's shipping charges receipt and our team will refund it. ^MS",return/refund request,AUTO_HANDLE,return/refund request,AUTO_HANDLE,genral_enquiry,genral_enquiry,return/refund request,Return or refund inquiry safely addressed with Online Return Center guidance and standard bank timelines.,return/refund request,AUTO_HANDLE,"To return an item or check refund status, please visit our Online Return Center. Refunds typically process in 3-5 business days. ^Amazon","Aloke, as mentioned in the email, please email us the courier's shipping charges receipt and our team will refund it. ^MS","I'd be happy to help with your return or refund request! You can easily initiate a return or track your refund in our Online Return Center: https://amazon.com/returns. Once processed, refunds take 3-5 business days. ^AI"
47942,For my return amazon has issued refund amount on 29th oct 2017 but this is still not credited into my bank account.,47940,Usually it will take 3-5 business days for the refund to be reflected in your bank account as per the bank's regulations. ^SU,Wed Nov 01 16:45:14 +0000 2017,Wed Nov 01 17:01:00 +0000 2017,@119356 For my return amazon has issued refund amount on 29th oct 2017 but this is still not credited into my bank account.,@126321 Usually it will take 3-5 business days for the refund to be reflected in your bank account as per the bank's regulations. ^SU,return/refund request,AUTO_HANDLE,return/refund request,AUTO_HANDLE,genral_enquiry,genral_enquiry,return/refund request,Return or refund inquiry safely addressed with Online Return Center guidance and standard bank timelines.,return/refund request,AUTO_HANDLE,"To return an item or check refund status, please visit our Online Return Center. Refunds typically process in 3-5 business days. ^Amazon",Usually it will take 3-5 business days for the refund to be reflected in your bank account as per the bank's regulations. ^SU,"I'd be happy to help with your return or refund request! You can easily initiate a return or track your refund in our Online Return Center: https://amazon.com/returns. Once processed, refunds take 3-5 business days. ^AI"
46511,order #[ORDER_ID] why was this order returned? I just want my items not a refund!!!!!!,46510,I'm sorry! We don't have access to order info via Twitter. Please reach out here: https://t.co/JzP7hlA23B and we can help. ^TK,Wed Nov 01 16:52:28 +0000 2017,Wed Nov 01 16:55:41 +0000 2017,@AmazonHelp order #202-2318203-8613961 why was this order returned? I just want my items not a refund!!!!!!,@126326 I'm sorry! We don't have access to order info via Twitter. Please reach out here: https://t.co/JzP7hlA23B and we can help. ^TK,return/refund request,AUTO_HANDLE,return/refund request,AUTO_HANDLE,genral_enquiry,genral_enquiry,return/refund request,Return or refund inquiry safely addressed with Online Return Center guidance and standard bank timelines.,return/refund request,AUTO_HANDLE,"To return an item or check refund status, please visit our Online Return Center. Refunds typically process in 3-5 business days. ^Amazon",I'm sorry! We don't have access to order info via Twitter. Please reach out here: https://t.co/JzP7hlA23B and we can help. ^TK,"I'd be happy to help with your return or refund request! You can easily initiate a return or track your refund in our Online Return Center: https://amazon.com/returns. Once processed, refunds take 3-5 business days. ^AI"
128772,Please return my money @user had already taken to much time from 14 nov u guys are doing only investigation. @user only cheat the customer. I'll never trust @user .,128773,"I understand how you must be feeling, Dipti. Request you to revert to our email correspondence with further query on this here: https://t.co/NTkrxpsbHJ and we'll be happy to help you further. ^SF",Fri Nov 24 05:07:11 +0000 2017,Fri Nov 24 05:16:56 +0000 2017,@AmazonHelp Please return my money @115850  had already taken to much time from 14 nov u guys are doing only investigation. @115850 only cheat the customer. I'll never trust @115850 .,"@144968 I understand how you must be feeling, Dipti. Request you to revert to our email correspondence with further query on this here: https://t.co/NTkrxpsbHJ and we'll be happy to help you further. ^SF",return/refund request,AUTO_HANDLE,return/refund request,AUTO_HANDLE,genral_enquiry,genral_enquiry,return/refund request,Return or refund inquiry safely addressed with Online Return Center guidance and standard bank timelines.,return/refund request,AUTO_HANDLE,"To return an item or check refund status, please visit our Online Return Center. Refunds typically process in 3-5 business days. ^Amazon","I understand how you must be feeling, Dipti. Request you to revert to our email correspondence with further query on this here: https://t.co/NTkrxpsbHJ and we'll be happy to help you further. ^SF","I'd be happy to help with your return or refund request! You can easily initiate a return or track your refund in our Online Return Center: https://amazon.com/returns. Once processed, refunds take 3-5 business days. ^AI"
179327,"Talked nearly 7-8 times, for my refund. The product was cancelled on 25th. And still i haven't received any refund. Courtesy- @user",179325,We can't access your details over Twitter. Kindly drop them via the secure link we shared. We'll investigate this for you. ^CB,Wed Oct 04 09:53:25 +0000 2017,Wed Oct 04 10:00:51 +0000 2017,"Talked nearly 7-8 times, for my refund. The product was cancelled on 25th. And still i haven't received any refund. 
Courtesy- @115850",@158260 We can't access your details over Twitter. Kindly drop them via the secure link we shared. We'll investigate this for you. ^CB,return/refund request,AUTO_HANDLE,return/refund request,AUTO_HANDLE,genral_enquiry,genral_enquiry,return/refund request,Return or refund inquiry safely addressed with Online Return Center guidance and standard bank timelines.,return/refund request,AUTO_HANDLE,"To return an item or check refund status, please visit our Online Return Center. Refunds typically process in 3-5 business days. ^Amazon",We can't access your details over Twitter. Kindly drop them via the secure link we shared. We'll investigate this for you. ^CB,"I'd be happy to help with your return or refund request! You can easily initiate a return or track your refund in our Online Return Center: https://amazon.com/returns. Once processed, refunds take 3-5 business days. ^AI"
180238,now you are having all the details with screenshots of conversation shared with you as told by you return my money comiited on 8t https://t.co/QW79FIzlP4,180237,Kindly revert to the email you've received from us and we'll check this for you. ^HN,Wed Oct 04 11:49:19 +0000 2017,Wed Oct 04 11:58:31 +0000 2017,@AmazonHelp @115851 now you are having all the details with screenshots of conversation shared with you as told by you return my money comiited on 8t https://t.co/QW79FIzlP4,@158410 Kindly revert to the email you've received from us and we'll check this for you. ^HN,return/refund request,AUTO_HANDLE,return/refund request,AUTO_HANDLE,genral_enquiry,genral_enquiry,return/refund request,Return or refund inquiry safely addressed with Online Return Center guidance and standard bank timelines.,return/refund request,AUTO_HANDLE,"To return an item or check refund status, please visit our Online Return Center. Refunds typically process in 3-5 business days. ^Amazon",Kindly revert to the email you've received from us and we'll check this for you. ^HN,"I'd be happy to help with your return or refund request! You can easily initiate a return or track your refund in our Online Return Center: https://amazon.com/returns. Once processed, refunds take 3-5 business days. ^AI"
135129,cheated with me plz return my money.. https://t.co/1thz6uovWa,135128,"We've responded to your query here: https://t.co/3jMxfLo4u2 Kindly check. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SY",Fri Nov 24 07:32:52 +0000 2017,Fri Nov 24 08:43:31 +0000 2017,@115850 cheated with me plz return my money.. https://t.co/1thz6uovWa,"@144968 We've responded to your query here: https://t.co/3jMxfLo4u2 Kindly check.
Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SY",return/refund request,AUTO_HANDLE,return/refund request,AUTO_HANDLE,genral_enquiry,genral_enquiry,return/refund request,Return or refund inquiry safely addressed with Online Return Center guidance and standard bank timelines.,return/refund request,AUTO_HANDLE,"To return an item or check refund status, please visit our Online Return Center. Refunds typically process in 3-5 business days. ^Amazon","We've responded to your query here: https://t.co/3jMxfLo4u2 Kindly check. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SY","I'd be happy to help with your return or refund request! You can easily initiate a return or track your refund in our Online Return Center: https://amazon.com/returns. Once processed, refunds take 3-5 business days. ^AI"
180142,"I did get refund ref numb, but it is not correct! Refund Still not done, amazon.",180140,"That's strange. Please reply to the e-mail sent by our Social Media Escalation team, we'll revert shortly with an update. ^MP",Wed Oct 04 10:45:13 +0000 2017,Wed Oct 04 11:18:00 +0000 2017,"@AmazonHelp I did get refund ref numb,  but it is not correct! Refund Still not done,  amazon.","@158390 That's strange. Please reply to the e-mail sent by our Social Media Escalation team, we'll revert shortly with an update. ^MP",return/refund request,AUTO_HANDLE,return/refund request,AUTO_HANDLE,genral_enquiry,genral_enquiry,return/refund request,Return or refund inquiry safely addressed with Online Return Center guidance and standard bank timelines.,return/refund request,AUTO_HANDLE,"To return an item or check refund status, please visit our Online Return Center. Refunds typically process in 3-5 business days. ^Amazon","That's strange. Please reply to the e-mail sent by our Social Media Escalation team, we'll revert shortly with an update. ^MP","I'd be happy to help with your return or refund request! You can easily initiate a return or track your refund in our Online Return Center: https://amazon.com/returns. Once processed, refunds take 3-5 business days. ^AI"
224406,"I purchased a video from you, and it was not the version I expected at all, and I'm hoping for a refund, unclear how to pursue.",224405,Please get in touch with us here: https://t.co/hApLpMlfHN ^CD,Thu Oct 05 04:30:35 +0000 2017,Thu Oct 05 05:14:57 +0000 2017,"@116618 I purchased a video from you, and it was not the version I expected at all, and I'm hoping for a refund, unclear how to pursue.",@169621 Please get in touch with us here:  https://t.co/hApLpMlfHN ^CD,return/refund request,AUTO_HANDLE,return/refund request,AUTO_HANDLE,genral_enquiry,genral_enquiry,return/refund request,Return or refund inquiry safely addressed with Online Return Center guidance and standard bank timelines.,return/refund request,AUTO_HANDLE,"To return an item or check refund status, please visit our Online Return Center. Refunds typically process in 3-5 business days. ^Amazon",Please get in touch with us here: https://t.co/hApLpMlfHN ^CD,"I'd be happy to help with your return or refund request! You can easily initiate a return or track your refund in our Online Return Center: https://amazon.com/returns. Once processed, refunds take 3-5 business days. ^AI"
74588,Hi. Could you please provide an update. Would be useful if you could let me know by when I can expect a refund of the money for which I received trash.,74590,"Hello Sarath, we have sent a correspondence to your registered email ID. Please check and reply to the same, we will help you. ^AH",Sat Dec 02 08:35:44 +0000 2017,Sat Dec 02 09:02:56 +0000 2017,@AmazonHelp Hi. Could you please provide an update. Would be useful if you could let me know by when I can expect a refund of the money for which I received trash.,"@132443 Hello Sarath, we have sent a correspondence to your registered email ID. Please check and reply to the same, we will help you. ^AH",return/refund request,AUTO_HANDLE,return/refund request,AUTO_HANDLE,genral_enquiry,genral_enquiry,return/refund request,Return or refund inquiry safely addressed with Online Return Center guidance and standard bank timelines.,return/refund request,AUTO_HANDLE,"To return an item or check refund status, please visit our Online Return Center. Refunds typically process in 3-5 business days. ^Amazon","Hello Sarath, we have sent a correspondence to your registered email ID. Please check and reply to the same, we will help you. ^AH","I'd be happy to help with your return or refund request! You can easily initiate a return or track your refund in our Online Return Center: https://amazon.com/returns. Once processed, refunds take 3-5 business days. ^AI"
99840,I have already done this. But it is worthless. I don't want my refund in Amazon pay. I want the same Brand product to be delivered which i ordered. I'll return the delivered item after getting the correct one.,99842,"I understand your concern regarding the incorrect item you've received. We'd like to check this and assist you better. Write to us here: https://t.co/beaaDm0muc, we'll look into it and get in touch with you soon. ^MO",Fri Dec 01 00:57:26 +0000 2017,Fri Dec 01 01:13:31 +0000 2017,@AmazonHelp I have already done this. But it is worthless. I don't want my refund in Amazon pay. I want the same Brand product to be delivered which i ordered. I'll return the delivered item after getting the correct one.,"@137852 I understand your concern regarding the incorrect item you've received. We'd like to check this and assist you better. Write to us here: https://t.co/beaaDm0muc, we'll look into it and get in touch with you soon. ^MO",return/refund request,AUTO_HANDLE,return/refund request,AUTO_HANDLE,genral_enquiry,genral_enquiry,return/refund request,Return or refund inquiry safely addressed with Online Return Center guidance and standard bank timelines.,return/refund request,AUTO_HANDLE,"To return an item or check refund status, please visit our Online Return Center. Refunds typically process in 3-5 business days. ^Amazon","I understand your concern regarding the incorrect item you've received. We'd like to check this and assist you better. Write to us here: https://t.co/beaaDm0muc, we'll look into it and get in touch with you soon. ^MO","I'd be happy to help with your return or refund request! You can easily initiate a return or track your refund in our Online Return Center: https://amazon.com/returns. Once processed, refunds take 3-5 business days. ^AI"
105229,"I would be calling them, but will be getting the refund of the courier charges.. ?? Most importantly I don't wish to go for the courier services myself. My own sister had faced the issue where the local courier office had vanished the product once, had to be given to Myntra.",105230,"To help you with the required information, we need to check what kind of order you have placed for. For this we need to look into your account. If you could reach out to us from the link here: https://t.co/TxK11znixD we will assist you further. ^HR",Fri Dec 01 05:01:59 +0000 2017,Fri Dec 01 05:13:00 +0000 2017,"@AmazonHelp I would be calling them, but will be getting the refund of the courier charges.. ?? Most importantly I don't wish to go for the courier services myself. My own sister had faced the issue where the local courier office had vanished the product once, had to be given to Myntra.","@139239 To help you with the required information, we need to check what kind of order you have placed for. For this we need to look into your account. If you could reach out to us from the link here: https://t.co/TxK11znixD we will assist you further. ^HR",genral_enquiry,AUTO_HANDLE,genral_enquiry,AUTO_HANDLE,order_delayed,order_delayed,genral_enquiry,Standard inquiry addressed via self-service tracking and Amazon help documentation.,genral_enquiry,AUTO_HANDLE,"Thank you for reaching out! You can track your orders, manage account settings, and find answers at amazon.com/help. ^Amazon","To help you with the required information, we need to check what kind of order you have placed for. For this we need to look into your account. If you could reach out to us from the link here: https://t.co/TxK11znixD we will assist you further. ^HR",I'd be glad to help check on your order and inquiry! What does the estimated delivery date or tracking status say in 'Your Orders'? You can track your shipment details and account settings here: https://amazon.com/your-orders. ^AI
229102,Should I upload the proof of that??,229101,May I know if you have received an email with refund reference number? ^SH,Wed Oct 04 04:00:37 +0000 2017,Wed Oct 04 05:02:25 +0000 2017,@AmazonHelp Should I upload the proof of that??,@170634 May I know if you have received an email with refund reference number? ^SH,genral_enquiry,AUTO_HANDLE,genral_enquiry,AUTO_HANDLE,order_delayed,order_delayed,genral_enquiry,Standard inquiry addressed via self-service tracking and Amazon help documentation.,genral_enquiry,AUTO_HANDLE,"Thank you for reaching out! You can track your orders, manage account settings, and find answers at amazon.com/help. ^Amazon",May I know if you have received an email with refund reference number? ^SH,I'd be glad to help check on your order and inquiry! What does the estimated delivery date or tracking status say in 'Your Orders'? You can track your shipment details and account settings here: https://amazon.com/your-orders. ^AI
152085,I have not received any email.... get me my refund for all orders placed on 15th Oct.. all of them were cancelled and I need a refund of 3296..... get me my money @user,152087,You might have received an email from social media team here: https://t.co/8DAc10S7ww . Please reply on the same for further assistance. ^MK,Fri Nov 24 19:12:08 +0000 2017,Fri Nov 24 19:24:00 +0000 2017,@AmazonHelp I have not received any email.... get me my refund for all orders placed on 15th Oct.. all of them were cancelled and I need a refund of 3296..... get me my money @115851,@150754 You might have received an email from social media team here: https://t.co/8DAc10S7ww . Please reply on the same for further assistance. ^MK,return/refund request,AUTO_HANDLE,return/refund request,AUTO_HANDLE,genral_enquiry,genral_enquiry,return/refund request,Return or refund inquiry safely addressed with Online Return Center guidance and standard bank timelines.,return/refund request,AUTO_HANDLE,"To return an item or check refund status, please visit our Online Return Center. Refunds typically process in 3-5 business days. ^Amazon",You might have received an email from social media team here: https://t.co/8DAc10S7ww . Please reply on the same for further assistance. ^MK,"I'd be happy to help with your return or refund request! You can easily initiate a return or track your refund in our Online Return Center: https://amazon.com/returns. Once processed, refunds take 3-5 business days. ^AI"
133833,"Order # [ORDER_ID], product pickup for refund yesterday but still refund not initiated. Kindly assist",133832,"I understand your concern regarding the refund, Anil. We'd like to help you with this. Kindly contact us here: https://t.co/vlvfJr4nN9 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SY",Fri Nov 24 07:29:33 +0000 2017,Fri Nov 24 08:26:31 +0000 2017,"@115850 Order # 408-5138278-8575536, product pickup for refund yesterday but still refund not initiated. Kindly assist","@146158 I understand your concern regarding the refund, Anil. We'd like to help you with this. Kindly contact us here: https://t.co/vlvfJr4nN9
Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SY",return/refund request,AUTO_HANDLE,return/refund request,AUTO_HANDLE,genral_enquiry,genral_enquiry,return/refund request,Return or refund inquiry safely addressed with Online Return Center guidance and standard bank timelines.,return/refund request,AUTO_HANDLE,"To return an item or check refund status, please visit our Online Return Center. Refunds typically process in 3-5 business days. ^Amazon","I understand your concern regarding the refund, Anil. We'd like to help you with this. Kindly contact us here: https://t.co/vlvfJr4nN9 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SY","I'd be happy to help with your return or refund request! You can easily initiate a return or track your refund in our Online Return Center: https://amazon.com/returns. Once processed, refunds take 3-5 business days. ^AI"
